participant_id,group,task,week,evidence_quality_score,time_minutes,error_count
P058,Light-assisted workflow,Paper argumentation,3,63.09,72.77,1
P058,Light-assisted workflow,Paper argumentation,4,73.23,60.79,1
P059,Baseline workflow,Literature mapping,0,52.94,61.0,5
P059,Baseline workflow,Literature mapping,1,51.17,74.26,1
P059,Baseline workflow,Literature mapping,2,56.59,59.86,4
P059,Baseline workflow,Literature mapping,3,64.2,73.55,2
P059,Baseline workflow,Literature mapping,4,75.05,75.69,2
P059,Baseline workflow,Experiment reproduction,0,53.26,95.14,6
P059,Baseline workflow,Experiment reproduction,1,56.56,77.69,8
P059,Baseline workflow,Experiment reproduction,2,59.06,83.76,1
P059,Baseline workflow,Experiment reproduction,3,68.09,81.73,3
P059,Baseline workflow,Experiment reproduction,4,71.48,75.99,5
P059,Baseline workflow,Paper argumentation,0,55.54,89.43,3
P059,Baseline workflow,Paper argumentation,1,51.6,76.27,3
P059,Baseline workflow,Paper argumentation,2,59.34,80.76,3
P059,Baseline workflow,Paper argumentation,3,60.84,64.38,3
P059,Baseline workflow,Paper argumentation,4,69.34,77.41,5
P060,Light-assisted workflow,Literature mapping,0,56.42,83.64,1
P060,Light-assisted workflow,Literature mapping,1,59.45,60.21,5
P060,Light-assisted workflow,Literature mapping,2,58.94,61.22,6
P060,Light-assisted workflow,Literature mapping,3,64.23,60.44,1
P060,Light-assisted workflow,Literature mapping,4,78.43,58.11,3
P060,Light-assisted workflow,Experiment reproduction,0,50.12,88.78,7
P060,Light-assisted workflow,Experiment reproduction,1,53.56,80.65,3
P060,Light-assisted workflow,Experiment reproduction,2,60.59,81.47,1
P060,Light-assisted workflow,Experiment reproduction,3,69.97,67.46,2
P060,Light-assisted workflow,Experiment reproduction,4,69.26,78.83,2
P060,Light-assisted workflow,Paper argumentation,0,58.86,84.31,3
P060,Light-assisted workflow,Paper argumentation,1,59.29,82.87,2
P060,Light-assisted workflow,Paper argumentation,2,66.66,68.44,3
P060,Light-assisted workflow,Paper argumentation,3,67.18,67.35,1
P060,Light-assisted workflow,Paper argumentation,4,69.71,76.28,4
P061,Baseline workflow,Literature mapping,0,65.61,67.71,5
P061,Baseline workflow,Literature mapping,1,62.55,72.15,2
P061,Baseline workflow,Literature mapping,2,70.05,67.32,4
P061,Baseline workflow,Literature mapping,3,73.13,74.77,2
P061,Baseline workflow,Literature mapping,4,83.98,45.69,5
P061,Baseline workflow,Experiment reproduction,0,56.68,86.04,0
P061,Baseline workflow,Experiment reproduction,1,66.16,98.33,5
P061,Baseline workflow,Experiment reproduction,2,64.63,86.49,2
P061,Baseline workflow,Experiment reproduction,3,65.82,86.41,1
P061,Baseline workflow,Experiment reproduction,4,79.29,75.18,4
P061,Baseline workflow,Paper argumentation,0,60.09,86.93,6
P061,Baseline workflow,Paper argumentation,1,64.52,84.42,2
P061,Baseline workflow,Paper argumentation,2,67.38,79.69,4
P061,Baseline workflow,Paper argumentation,3,68.85,68.1,2
P061,Baseline workflow,Paper argumentation,4,78.04,71.17,1
P062,Light-assisted workflow,Literature mapping,0,63.97,75.96,4
P062,Light-assisted workflow,Literature mapping,1,70.74,81.73,3
P062,Light-assisted workflow,Literature mapping,2,77.34,72.89,6
P062,Light-assisted workflow,Literature mapping,3,78.18,53.67,1
P062,Light-assisted workflow,Literature mapping,4,81.44,53.79,2
P062,Light-assisted workflow,Experiment reproduction,0,56.15,81.03,7
P062,Light-assisted workflow,Experiment reproduction,1,67.33,93.11,1
P062,Light-assisted workflow,Experiment reproduction,2,63.08,79.56,2
P062,Light-assisted workflow,Experiment reproduction,3,73.92,84.72,3
P062,Light-assisted workflow,Experiment reproduction,4,77.32,65.59,3
P062,Light-assisted workflow,Paper argumentation,0,52.33,92.72,4
P062,Light-assisted workflow,Paper argumentation,1,54.16,77.4,4
P062,Light-assisted workflow,Paper argumentation,2,64.94,73.56,2
P062,Light-assisted workflow,Paper argumentation,3,61.76,67.64,2
P062,Light-assisted workflow,Paper argumentation,4,76.07,71.91,4
P063,Light-assisted workflow,Literature mapping,0,55.86,73.44,4
P063,Light-assisted workflow,Literature mapping,1,57.11,66.41,4
P063,Light-assisted workflow,Literature mapping,2,74.64,68.45,1
P063,Light-assisted workflow,Literature mapping,3,74.31,63.76,1
P063,Light-assisted workflow,Literature mapping,4,87.79,52.79,2
P063,Light-assisted workflow,Experiment reproduction,0,58.82,88.73,3
P063,Light-assisted workflow,Experiment reproduction,1,63.34,90.28,1
P063,Light-assisted workflow,Experiment reproduction,2,69.43,95.17,2
P063,Light-assisted workflow,Experiment reproduction,3,70.68,73.15,3
P063,Light-assisted workflow,Experiment reproduction,4,81.21,66.28,3
P063,Light-assisted workflow,Paper argumentation,0,56.91,89.65,4
P063,Light-assisted workflow,Paper argumentation,1,65.33,84.97,3
P063,Light-assisted workflow,Paper argumentation,2,62.24,81.9,2
P063,Light-assisted workflow,Paper argumentation,3,75.67,59.98,3
P063,Light-assisted workflow,Paper argumentation,4,80.13,56.1,3
P064,Baseline workflow,Literature mapping,0,53.45,71.03,6
P064,Baseline workflow,Literature mapping,1,59.97,60.57,2
P064,Baseline workflow,Literature mapping,2,68.4,66.95,3
P064,Baseline workflow,Literature mapping,3,80.39,63.89,5
P064,Baseline workflow,Literature mapping,4,74.53,57.18,0
P064,Baseline workflow,Experiment reproduction,0,48.66,88.17,6
P064,Baseline workflow,Experiment reproduction,1,55.18,67.17,0
P064,Baseline workflow,Experiment reproduction,2,62.29,94.87,1
P064,Baseline workflow,Experiment reproduction,3,68.82,76.93,0
P064,Baseline workflow,Experiment reproduction,4,67.96,76.53,3
P064,Baseline workflow,Paper argumentation,0,59.92,79.25,5
P064,Baseline workflow,Paper argumentation,1,64.41,75.01,2
P064,Baseline workflow,Paper argumentation,2,57.08,78.69,5
P064,Baseline workflow,Paper argumentation,3,72.32,85.22,4
P064,Baseline workflow,Paper argumentation,4,76.87,65.62,1
P065,Baseline workflow,Literature mapping,0,57.46,64.83,4
P065,Baseline workflow,Literature mapping,1,60.3,71.6,0
P065,Baseline workflow,Literature mapping,2,65.64,72.81,1
P065,Baseline workflow,Literature mapping,3,71.22,68.67,4
P065,Baseline workflow,Literature mapping,4,73.79,64.45,2
P065,Baseline workflow,Experiment reproduction,0,51.3,91.13,4
P065,Baseline workflow,Experiment reproduction,1,56.54,82.61,9
P065,Baseline workflow,Experiment reproduction,2,62.89,96.45,2
P065,Baseline workflow,Experiment reproduction,3,64.6,80.68,2
P065,Baseline workflow,Experiment reproduction,4,71.51,87.97,2
P065,Baseline workflow,Paper argumentation,0,54.38,81.88,4
P065,Baseline workflow,Paper argumentation,1,58.9,94.07,3
P065,Baseline workflow,Paper argumentation,2,62.25,86.59,2
P065,Baseline workflow,Paper argumentation,3,70.4,75.15,4
P065,Baseline workflow,Paper argumentation,4,72.59,78.02,0
P066,Baseline workflow,Literature mapping,0,58.88,70.3,9
P066,Baseline workflow,Literature mapping,1,62.33,70.87,4
P066,Baseline workflow,Literature mapping,2,65.28,79.56,3
P066,Baseline workflow,Literature mapping,3,75.96,55.52,3
P066,Baseline workflow,Literature mapping,4,67.83,66.25,0
P066,Baseline workflow,Experiment reproduction,0,54.69,88.1,3
P066,Baseline workflow,Experiment reproduction,1,53.84,92.59,4
P066,Baseline workflow,Experiment reproduction,2,55.14,85.82,6
P066,Baseline workflow,Experiment reproduction,3,69.02,72.29,3
P066,Baseline workflow,Experiment reproduction,4,66.65,79.7,2
P066,Baseline workflow,Paper argumentation,0,50.47,75.89,2
P066,Baseline workflow,Paper argumentation,1,52.7,86.37,1
P066,Baseline workflow,Paper argumentation,2,51.69,78.42,4
P066,Baseline workflow,Paper argumentation,3,58.59,75.36,3
P066,Baseline workflow,Paper argumentation,4,63.48,65.29,1
P067,Baseline workflow,Literature mapping,0,70.61,63.8,8
P067,Baseline workflow,Literature mapping,1,70.16,70.5,2
P067,Baseline workflow,Literature mapping,2,69.0,65.94,4
P067,Baseline workflow,Literature mapping,3,68.51,63.64,3
P067,Baseline workflow,Literature mapping,4,80.35,58.9,3
P067,Baseline workflow,Experiment reproduction,0,58.34,91.25,3
P067,Baseline workflow,Experiment reproduction,1,62.5,93.69,3
P067,Baseline workflow,Experiment reproduction,2,62.62,83.09,5
P067,Baseline workflow,Experiment reproduction,3,72.65,88.47,5
P067,Baseline workflow,Experiment reproduction,4,75.09,77.26,0
P067,Baseline workflow,Paper argumentation,0,63.26,80.11,1
P067,Baseline workflow,Paper argumentation,1,57.29,73.42,3
P067,Baseline workflow,Paper argumentation,2,62.66,92.11,5
P067,Baseline workflow,Paper argumentation,3,67.76,78.6,2
P067,Baseline workflow,Paper argumentation,4,75.44,75.68,3
P068,Baseline workflow,Literature mapping,0,62.44,78.58,2
P068,Baseline workflow,Literature mapping,1,69.92,74.63,4
P068,Baseline workflow,Literature mapping,2,68.04,67.35,1
P068,Baseline workflow,Literature mapping,3,74.88,63.02,4
P068,Baseline workflow,Literature mapping,4,83.49,59.2,2
P068,Baseline workflow,Experiment reproduction,0,52.22,97.79,4
P068,Baseline workflow,Experiment reproduction,1,60.13,109.53,5
P068,Baseline workflow,Experiment reproduction,2,61.41,84.67,2
P068,Baseline workflow,Experiment reproduction,3,65.77,100.67,3
P068,Baseline workflow,Experiment reproduction,4,72.14,71.14,5
P068,Baseline workflow,Paper argumentation,0,52.03,73.35,7
P068,Baseline workflow,Paper argumentation,1,59.56,86.51,1
P068,Baseline workflow,Paper argumentation,2,64.69,75.2,8
P068,Baseline workflow,Paper argumentation,3,62.67,71.97,4
P068,Baseline workflow,Paper argumentation,4,74.53,75.48,3
P069,Baseline workflow,Literature mapping,0,59.1,57.69,2
P069,Baseline workflow,Literature mapping,1,70.9,60.39,5
P069,Baseline workflow,Literature mapping,2,69.43,71.53,5
P069,Baseline workflow,Literature mapping,3,76.73,63.1,3
P069,Baseline workflow,Literature mapping,4,88.99,58.93,0
P069,Baseline workflow,Experiment reproduction,0,63.86,99.25,0
P069,Baseline workflow,Experiment reproduction,1,58.92,85.82,3
P069,Baseline workflow,Experiment reproduction,2,63.44,81.41,3
P069,Baseline workflow,Experiment reproduction,3,73.38,77.0,4
P069,Baseline workflow,Experiment reproduction,4,70.52,85.36,2
P069,Baseline workflow,Paper argumentation,0,61.59,86.96,4
P069,Baseline workflow,Paper argumentation,1,58.59,93.03,2
P069,Baseline workflow,Paper argumentation,2,66.75,82.48,0
P069,Baseline workflow,Paper argumentation,3,72.96,73.58,0
P069,Baseline workflow,Paper argumentation,4,68.89,67.54,5
P070,Baseline workflow,Literature mapping,0,55.94,82.53,3
P070,Baseline workflow,Literature mapping,1,57.38,68.3,4
P070,Baseline workflow,Literature mapping,2,62.3,54.57,1
P070,Baseline workflow,Literature mapping,3,68.71,68.89,3
P070,Baseline workflow,Literature mapping,4,77.67,55.84,1
P070,Baseline workflow,Experiment reproduction,0,49.45,94.71,4
P070,Baseline workflow,Experiment reproduction,1,42.65,80.46,4
P070,Baseline workflow,Experiment reproduction,2,47.23,84.97,3
P070,Baseline workflow,Experiment reproduction,3,60.31,83.21,3
P070,Baseline workflow,Experiment reproduction,4,62.8,74.53,1
P070,Baseline workflow,Paper argumentation,0,51.21,83.04,4
P070,Baseline workflow,Paper argumentation,1,49.01,83.84,3
P070,Baseline workflow,Paper argumentation,2,51.95,78.88,3
P070,Baseline workflow,Paper argumentation,3,62.27,80.1,3
P070,Baseline workflow,Paper argumentation,4,66.18,72.48,1
P071,Baseline workflow,Literature mapping,0,55.75,71.97,2
P071,Baseline workflow,Literature mapping,1,59.02,58.19,0
P071,Baseline workflow,Literature mapping,2,71.84,65.84,4
P071,Baseline workflow,Literature mapping,3,72.44,67.53,3
P071,Baseline workflow,Literature mapping,4,83.87,63.35,3
P071,Baseline workflow,Experiment reproduction,0,53.71,94.72,2
P071,Baseline workflow,Experiment reproduction,1,71.57,89.81,3
P071,Baseline workflow,Experiment reproduction,2,66.24,85.17,1
P071,Baseline workflow,Experiment reproduction,3,68.09,67.51,1
P071,Baseline workflow,Experiment reproduction,4,73.88,76.91,3
P071,Baseline workflow,Paper argumentation,0,51.03,88.64,5
P071,Baseline workflow,Paper argumentation,1,57.27,84.4,3
P071,Baseline workflow,Paper argumentation,2,66.87,74.5,0
P071,Baseline workflow,Paper argumentation,3,70.69,73.11,2
P071,Baseline workflow,Paper argumentation,4,82.75,57.73,0
P072,Baseline workflow,Literature mapping,0,59.96,65.55,4
P072,Baseline workflow,Literature mapping,1,61.74,71.96,4
P072,Baseline workflow,Literature mapping,2,66.68,80.45,4
P072,Baseline workflow,Literature mapping,3,71.96,63.2,3
P072,Baseline workflow,Literature mapping,4,71.96,55.76,1
P072,Baseline workflow,Experiment reproduction,0,45.36,95.58,6
P072,Baseline workflow,Experiment reproduction,1,52.89,89.21,5
P072,Baseline workflow,Experiment reproduction,2,63.78,74.76,5
P072,Baseline workflow,Experiment reproduction,3,59.88,81.21,2
P072,Baseline workflow,Experiment reproduction,4,60.68,74.8,1
P072,Baseline workflow,Paper argumentation,0,50.72,80.91,3
P072,Baseline workflow,Paper argumentation,1,58.51,85.71,3
P072,Baseline workflow,Paper argumentation,2,66.01,86.36,4
P072,Baseline workflow,Paper argumentation,3,63.05,76.35,3
P072,Baseline workflow,Paper argumentation,4,68.37,69.11,3
P073,Baseline workflow,Literature mapping,0,58.83,70.41,6
P073,Baseline workflow,Literature mapping,1,61.62,78.62,1
P073,Baseline workflow,Literature mapping,2,65.68,72.3,2
P073,Baseline workflow,Literature mapping,3,63.69,61.82,3
P073,Baseline workflow,Literature mapping,4,68.7,59.23,4
P073,Baseline workflow,Experiment reproduction,0,52.48,83.52,2
P073,Baseline workflow,Experiment reproduction,1,60.65,78.87,5
P073,Baseline workflow,Experiment reproduction,2,60.49,91.26,6
P073,Baseline workflow,Experiment reproduction,3,59.11,72.49,1
P073,Baseline workflow,Experiment reproduction,4,66.47,77.18,1
P073,Baseline workflow,Paper argumentation,0,60.36,83.97,2
P073,Baseline workflow,Paper argumentation,1,63.91,72.35,2
P073,Baseline workflow,Paper argumentation,2,66.9,79.65,2
P073,Baseline workflow,Paper argumentation,3,66.45,74.9,4
P073,Baseline workflow,Paper argumentation,4,77.78,73.64,2
P074,Light-assisted workflow,Literature mapping,0,52.8,94.98,1
P074,Light-assisted workflow,Literature mapping,1,58.42,84.99,5
P074,Light-assisted workflow,Literature mapping,2,66.94,68.94,8
P074,Light-assisted workflow,Literature mapping,3,72.78,55.62,3
P074,Light-assisted workflow,Literature mapping,4,83.94,55.97,2
P074,Light-assisted workflow,Experiment reproduction,0,45.57,88.35,4
P074,Light-assisted workflow,Experiment reproduction,1,49.77,93.96,4
P074,Light-assisted workflow,Experiment reproduction,2,58.15,71.04,0
P074,Light-assisted workflow,Experiment reproduction,3,72.12,82.11,2
P074,Light-assisted workflow,Experiment reproduction,4,77.36,73.89,3
P074,Light-assisted workflow,Paper argumentation,0,50.5,87.32,8
P074,Light-assisted workflow,Paper argumentation,1,62.84,85.7,6
P074,Light-assisted workflow,Paper argumentation,2,64.32,73.73,2
P074,Light-assisted workflow,Paper argumentation,3,67.15,62.66,4
P074,Light-assisted workflow,Paper argumentation,4,79.8,60.84,1
P075,Baseline workflow,Literature mapping,0,49.62,76.71,3
P075,Baseline workflow,Literature mapping,1,65.18,71.25,5
P075,Baseline workflow,Literature mapping,2,64.38,70.12,3
P075,Baseline workflow,Literature mapping,3,65.74,70.03,3
P075,Baseline workflow,Literature mapping,4,75.95,57.77,1
P075,Baseline workflow,Experiment reproduction,0,50.35,101.49,2
P075,Baseline workflow,Experiment reproduction,1,51.78,91.45,1
P075,Baseline workflow,Experiment reproduction,2,61.05,84.61,4
P075,Baseline workflow,Experiment reproduction,3,72.15,82.58,4
P075,Baseline workflow,Experiment reproduction,4,71.2,74.85,5
P075,Baseline workflow,Paper argumentation,0,53.46,84.18,5
P075,Baseline workflow,Paper argumentation,1,55.77,89.34,2
P075,Baseline workflow,Paper argumentation,2,58.13,84.79,5
P075,Baseline workflow,Paper argumentation,3,64.16,70.85,4
P075,Baseline workflow,Paper argumentation,4,71.44,73.9,1
P076,Baseline workflow,Literature mapping,0,66.84,73.76,5
P076,Baseline workflow,Literature mapping,1,68.96,76.73,6
P076,Baseline workflow,Literature mapping,2,67.21,67.13,4
P076,Baseline workflow,Literature mapping,3,79.84,53.05,1
P076,Baseline workflow,Literature mapping,4,79.66,58.61,0
P076,Baseline workflow,Experiment reproduction,0,66.86,96.73,7
P076,Baseline workflow,Experiment reproduction,1,64.71,85.25,5
P076,Baseline workflow,Experiment reproduction,2,68.19,85.44,4
P076,Baseline workflow,Experiment reproduction,3,68.92,79.58,2
P076,Baseline workflow,Experiment reproduction,4,73.24,69.55,3
P076,Baseline workflow,Paper argumentation,0,64.21,83.76,4
P076,Baseline workflow,Paper argumentation,1,69.84,84.61,4
P076,Baseline workflow,Paper argumentation,2,76.75,73.36,5
P076,Baseline workflow,Paper argumentation,3,85.6,82.71,1
P076,Baseline workflow,Paper argumentation,4,81.98,76.69,1
P077,Baseline workflow,Literature mapping,0,51.22,82.55,6
P077,Baseline workflow,Literature mapping,1,63.99,71.67,4
P077,Baseline workflow,Literature mapping,2,61.25,66.76,2
P077,Baseline workflow,Literature mapping,3,72.95,78.03,3
P077,Baseline workflow,Literature mapping,4,73.78,57.06,5
P077,Baseline workflow,Experiment reproduction,0,55.41,100.73,4
P077,Baseline workflow,Experiment reproduction,1,65.23,78.13,6
P077,Baseline workflow,Experiment reproduction,2,63.36,77.22,5
P077,Baseline workflow,Experiment reproduction,3,62.01,84.13,2
P077,Baseline workflow,Experiment reproduction,4,71.48,77.02,6
P077,Baseline workflow,Paper argumentation,0,54.3,86.8,5
P077,Baseline workflow,Paper argumentation,1,60.34,76.31,4
P077,Baseline workflow,Paper argumentation,2,63.01,77.67,3
P077,Baseline workflow,Paper argumentation,3,66.73,72.97,3
P077,Baseline workflow,Paper argumentation,4,72.78,61.39,2
P078,Light-assisted workflow,Literature mapping,0,63.7,75.8,5
P078,Light-assisted workflow,Literature mapping,1,71.81,68.0,4
P078,Light-assisted workflow,Literature mapping,2,74.66,56.81,6
P078,Light-assisted workflow,Literature mapping,3,88.85,53.66,7
P078,Light-assisted workflow,Literature mapping,4,87.53,42.06,3
P078,Light-assisted workflow,Experiment reproduction,0,56.98,83.83,3
P078,Light-assisted workflow,Experiment reproduction,1,58.55,81.94,3
P078,Light-assisted workflow,Experiment reproduction,2,68.02,74.12,2
P078,Light-assisted workflow,Experiment reproduction,3,74.7,76.6,0
P078,Light-assisted workflow,Experiment reproduction,4,78.65,70.89,2
P078,Light-assisted workflow,Paper argumentation,0,51.54,87.11,2
P078,Light-assisted workflow,Paper argumentation,1,56.64,70.73,2
P078,Light-assisted workflow,Paper argumentation,2,66.91,70.04,5
P078,Light-assisted workflow,Paper argumentation,3,71.88,73.42,2
P078,Light-assisted workflow,Paper argumentation,4,77.78,60.15,0
P079,Light-assisted workflow,Literature mapping,0,57.8,71.94,2
P079,Light-assisted workflow,Literature mapping,1,55.78,64.25,3
P079,Light-assisted workflow,Literature mapping,2,66.19,59.39,4
P079,Light-assisted workflow,Literature mapping,3,69.43,63.41,2
P079,Light-assisted workflow,Literature mapping,4,85.83,46.52,2
P079,Light-assisted workflow,Experiment reproduction,0,48.74,94.53,2
P079,Light-assisted workflow,Experiment reproduction,1,56.96,77.36,4
P079,Light-assisted workflow,Experiment reproduction,2,56.88,85.2,4
P079,Light-assisted workflow,Experiment reproduction,3,70.15,78.38,2
P079,Light-assisted workflow,Experiment reproduction,4,78.48,82.34,2
P079,Light-assisted workflow,Paper argumentation,0,53.52,77.33,3
P079,Light-assisted workflow,Paper argumentation,1,57.24,74.91,2
P079,Light-assisted workflow,Paper argumentation,2,56.01,72.99,2
P079,Light-assisted workflow,Paper argumentation,3,62.21,73.55,1
P079,Light-assisted workflow,Paper argumentation,4,72.43,73.94,2
P080,Baseline workflow,Literature mapping,0,56.2,80.34,7
P080,Baseline workflow,Literature mapping,1,66.53,64.11,5
P080,Baseline workflow,Literature mapping,2,73.78,67.38,2
P080,Baseline workflow,Literature mapping,3,76.14,71.47,2
P080,Baseline workflow,Literature mapping,4,75.62,53.95,0
P080,Baseline workflow,Experiment reproduction,0,57.03,91.1,1
P080,Baseline workflow,Experiment reproduction,1,66.28,99.51,5
P080,Baseline workflow,Experiment reproduction,2,74.72,97.12,3
P080,Baseline workflow,Experiment reproduction,3,71.2,80.66,3
P080,Baseline workflow,Experiment reproduction,4,79.13,71.82,5
P080,Baseline workflow,Paper argumentation,0,73.37,74.45,1
P080,Baseline workflow,Paper argumentation,1,61.52,82.94,1
P080,Baseline workflow,Paper argumentation,2,65.84,79.49,3
P080,Baseline workflow,Paper argumentation,3,76.93,77.93,5
P080,Baseline workflow,Paper argumentation,4,78.62,70.71,1
P081,Light-assisted workflow,Literature mapping,0,50.29,76.15,1
P081,Light-assisted workflow,Literature mapping,1,58.2,63.06,4
P081,Light-assisted workflow,Literature mapping,2,66.96,59.54,1
P081,Light-assisted workflow,Literature mapping,3,70.62,62.78,6
P081,Light-assisted workflow,Literature mapping,4,80.75,57.91,1
P081,Light-assisted workflow,Experiment reproduction,0,45.88,89.37,9
P081,Light-assisted workflow,Experiment reproduction,1,54.29,92.76,2
P081,Light-assisted workflow,Experiment reproduction,2,59.28,87.95,2
P081,Light-assisted workflow,Experiment reproduction,3,60.75,81.86,3
P081,Light-assisted workflow,Experiment reproduction,4,67.38,81.34,1
P081,Light-assisted workflow,Paper argumentation,0,54.71,73.98,4
P081,Light-assisted workflow,Paper argumentation,1,58.83,87.46,2
P081,Light-assisted workflow,Paper argumentation,2,61.98,71.8,1
P081,Light-assisted workflow,Paper argumentation,3,69.22,83.22,2
P081,Light-assisted workflow,Paper argumentation,4,68.05,64.8,3
P082,Baseline workflow,Literature mapping,0,67.01,76.57,2
P082,Baseline workflow,Literature mapping,1,68.94,73.81,2
P082,Baseline workflow,Literature mapping,2,69.27,61.17,3
P082,Baseline workflow,Literature mapping,3,69.49,73.11,4
P082,Baseline workflow,Literature mapping,4,77.48,67.93,3
P082,Baseline workflow,Experiment reproduction,0,58.73,93.62,4
P082,Baseline workflow,Experiment reproduction,1,62.93,82.73,3
P082,Baseline workflow,Experiment reproduction,2,64.02,79.65,3
P082,Baseline workflow,Experiment reproduction,3,66.91,75.15,3
P082,Baseline workflow,Experiment reproduction,4,80.03,72.62,3
P082,Baseline workflow,Paper argumentation,0,57.13,90.03,3
P082,Baseline workflow,Paper argumentation,1,55.43,64.92,7
P082,Baseline workflow,Paper argumentation,2,59.12,70.65,2
P082,Baseline workflow,Paper argumentation,3,60.65,75.5,2
P082,Baseline workflow,Paper argumentation,4,76.05,71.79,1
P083,Baseline workflow,Literature mapping,0,57.88,75.91,5
P083,Baseline workflow,Literature mapping,1,60.27,72.7,3
P083,Baseline workflow,Literature mapping,2,65.08,69.86,1
P083,Baseline workflow,Literature mapping,3,66.87,66.68,2
P083,Baseline workflow,Literature mapping,4,77.29,67.52,1
P083,Baseline workflow,Experiment reproduction,0,50.01,90.31,8
P083,Baseline workflow,Experiment reproduction,1,57.9,95.37,8
P083,Baseline workflow,Experiment reproduction,2,55.93,86.01,1
P083,Baseline workflow,Experiment reproduction,3,58.12,82.13,4
P083,Baseline workflow,Experiment reproduction,4,59.04,71.0,3
P083,Baseline workflow,Paper argumentation,0,54.07,86.68,3
P083,Baseline workflow,Paper argumentation,1,56.23,90.81,3
P083,Baseline workflow,Paper argumentation,2,59.71,72.35,1
P083,Baseline workflow,Paper argumentation,3,69.11,77.36,5
P083,Baseline workflow,Paper argumentation,4,75.41,76.85,7
P084,Light-assisted workflow,Literature mapping,0,46.45,82.18,4
P084,Light-assisted workflow,Literature mapping,1,57.41,81.6,1
P084,Light-assisted workflow,Literature mapping,2,58.65,63.81,2
P084,Light-assisted workflow,Literature mapping,3,68.97,62.5,2
P084,Light-assisted workflow,Literature mapping,4,75.92,53.89,1
P084,Light-assisted workflow,Experiment reproduction,0,37.94,79.98,2
P084,Light-assisted workflow,Experiment reproduction,1,40.41,87.46,2
P084,Light-assisted workflow,Experiment reproduction,2,57.67,88.8,2
P084,Light-assisted workflow,Experiment reproduction,3,51.88,88.53,1
P084,Light-assisted workflow,Experiment reproduction,4,66.92,76.84,2
P084,Light-assisted workflow,Paper argumentation,0,50.75,96.78,2
P084,Light-assisted workflow,Paper argumentation,1,54.64,90.96,4
P084,Light-assisted workflow,Paper argumentation,2,54.57,78.06,3
P084,Light-assisted workflow,Paper argumentation,3,59.85,73.41,3
P084,Light-assisted workflow,Paper argumentation,4,62.27,63.45,3
P085,Baseline workflow,Literature mapping,0,58.22,66.78,7
P085,Baseline workflow,Literature mapping,1,54.71,67.1,4
P085,Baseline workflow,Literature mapping,2,62.83,81.06,6
P085,Baseline workflow,Literature mapping,3,65.35,65.83,4
P085,Baseline workflow,Literature mapping,4,69.63,62.43,2
P085,Baseline workflow,Experiment reproduction,0,57.99,92.95,3
P085,Baseline workflow,Experiment reproduction,1,61.31,90.31,6
P085,Baseline workflow,Experiment reproduction,2,60.98,71.58,2
P085,Baseline workflow,Experiment reproduction,3,66.59,73.08,4
P085,Baseline workflow,Experiment reproduction,4,73.23,78.51,4
P085,Baseline workflow,Paper argumentation,0,49.11,90.02,1
P085,Baseline workflow,Paper argumentation,1,57.84,80.94,2
P085,Baseline workflow,Paper argumentation,2,61.52,83.39,4
P085,Baseline workflow,Paper argumentation,3,60.99,80.62,3
P085,Baseline workflow,Paper argumentation,4,67.18,76.11,4
P086,Light-assisted workflow,Literature mapping,0,59.33,81.63,5
P086,Light-assisted workflow,Literature mapping,1,64.87,68.25,2
P086,Light-assisted workflow,Literature mapping,2,69.84,64.63,0
P086,Light-assisted workflow,Literature mapping,3,76.51,60.69,2
P086,Light-assisted workflow,Literature mapping,4,77.8,46.92,4
P086,Light-assisted workflow,Experiment reproduction,0,52.96,92.03,3
P086,Light-assisted workflow,Experiment reproduction,1,55.67,88.63,1
P086,Light-assisted workflow,Experiment reproduction,2,54.28,80.4,5
P086,Light-assisted workflow,Experiment reproduction,3,59.63,68.57,3
P086,Light-assisted workflow,Experiment reproduction,4,73.18,78.2,2
P086,Light-assisted workflow,Paper argumentation,0,52.36,74.66,5
P086,Light-assisted workflow,Paper argumentation,1,64.22,80.36,4
P086,Light-assisted workflow,Paper argumentation,2,60.42,81.11,6
P086,Light-assisted workflow,Paper argumentation,3,56.62,67.44,4
P086,Light-assisted workflow,Paper argumentation,4,70.41,72.3,0
P087,Light-assisted workflow,Literature mapping,0,55.6,75.14,6
P087,Light-assisted workflow,Literature mapping,1,66.72,72.55,3
P087,Light-assisted workflow,Literature mapping,2,71.7,55.78,2
P087,Light-assisted workflow,Literature mapping,3,73.57,61.31,5
P087,Light-assisted workflow,Literature mapping,4,78.68,42.63,4
P087,Light-assisted workflow,Experiment reproduction,0,55.46,99.23,1
P087,Light-assisted workflow,Experiment reproduction,1,57.44,87.46,3
P087,Light-assisted workflow,Experiment reproduction,2,60.7,80.69,1
P087,Light-assisted workflow,Experiment reproduction,3,69.99,83.07,4
P087,Light-assisted workflow,Experiment reproduction,4,83.26,70.07,1
P087,Light-assisted workflow,Paper argumentation,0,58.34,97.29,2
P087,Light-assisted workflow,Paper argumentation,1,63.59,64.48,3
P087,Light-assisted workflow,Paper argumentation,2,65.75,78.72,7
P087,Light-assisted workflow,Paper argumentation,3,61.31,71.89,1
P087,Light-assisted workflow,Paper argumentation,4,73.48,79.05,4
P088,Baseline workflow,Literature mapping,0,67.05,72.32,4
P088,Baseline workflow,Literature mapping,1,71.14,71.36,3
P088,Baseline workflow,Literature mapping,2,71.44,67.05,1
