condition_id,catalyst,loading_g_L,pH,irradiance_mW_cm2,scavenger,replicate,time_min,C_over_C0,absorbance_664nm
C102,N-TiO2,1.0,5.5,105,none,1,30,0.54665,0.55727
C102,N-TiO2,1.0,5.5,105,none,1,45,0.3715,0.3952
C102,N-TiO2,1.0,5.5,105,none,1,60,0.2503,0.25815
C102,N-TiO2,1.0,5.5,105,none,1,90,0.16103,0.14693
C102,N-TiO2,1.0,5.5,105,none,1,120,0.10713,0.10695
C102,N-TiO2,1.0,5.5,105,none,2,0,0.99693,1.04301
C102,N-TiO2,1.0,5.5,105,none,2,5,0.88743,0.9243
C102,N-TiO2,1.0,5.5,105,none,2,10,0.79645,0.8347
C102,N-TiO2,1.0,5.5,105,none,2,20,0.66986,0.69539
C102,N-TiO2,1.0,5.5,105,none,2,30,0.49877,0.52392
C102,N-TiO2,1.0,5.5,105,none,2,45,0.36067,0.36933
C102,N-TiO2,1.0,5.5,105,none,2,60,0.31439,0.33934
C102,N-TiO2,1.0,5.5,105,none,2,90,0.13068,0.14547
C102,N-TiO2,1.0,5.5,105,none,2,120,0.0882,0.09501
C102,N-TiO2,1.0,5.5,105,none,3,0,0.97572,1.00798
C102,N-TiO2,1.0,5.5,105,none,3,5,0.88963,0.94688
C102,N-TiO2,1.0,5.5,105,none,3,10,0.78003,0.82444
C102,N-TiO2,1.0,5.5,105,none,3,20,0.63345,0.67097
C102,N-TiO2,1.0,5.5,105,none,3,30,0.50739,0.52471
C102,N-TiO2,1.0,5.5,105,none,3,45,0.36093,0.37761
C102,N-TiO2,1.0,5.5,105,none,3,60,0.23006,0.23708
C102,N-TiO2,1.0,5.5,105,none,3,90,0.11896,0.12726
C102,N-TiO2,1.0,5.5,105,none,3,120,0.05042,0.04793
C103,N-TiO2,1.0,7.0,55,none,1,0,0.99836,1.05186
C103,N-TiO2,1.0,7.0,55,none,1,5,0.87384,0.91292
C103,N-TiO2,1.0,7.0,55,none,1,10,0.8041,0.84991
C103,N-TiO2,1.0,7.0,55,none,1,20,0.6949,0.73094
C103,N-TiO2,1.0,7.0,55,none,1,30,0.53238,0.5443
C103,N-TiO2,1.0,7.0,55,none,1,45,0.4375,0.4658
C103,N-TiO2,1.0,7.0,55,none,1,60,0.30165,0.32032
C103,N-TiO2,1.0,7.0,55,none,1,90,0.14461,0.14179
C103,N-TiO2,1.0,7.0,55,none,1,120,0.09515,0.09613
C103,N-TiO2,1.0,7.0,55,none,2,0,1.02725,1.07715
C103,N-TiO2,1.0,7.0,55,none,2,5,0.92959,0.98231
C103,N-TiO2,1.0,7.0,55,none,2,10,0.84152,0.87623
C103,N-TiO2,1.0,7.0,55,none,2,20,0.68391,0.73963
C103,N-TiO2,1.0,7.0,55,none,2,30,0.5876,0.62309
C103,N-TiO2,1.0,7.0,55,none,2,45,0.41869,0.44878
C103,N-TiO2,1.0,7.0,55,none,2,60,0.35357,0.35879
C103,N-TiO2,1.0,7.0,55,none,2,90,0.18489,0.19991
C103,N-TiO2,1.0,7.0,55,none,2,120,0.13194,0.1417
C103,N-TiO2,1.0,7.0,55,none,3,0,0.96523,1.0028
C103,N-TiO2,1.0,7.0,55,none,3,5,0.88189,0.9305
C103,N-TiO2,1.0,7.0,55,none,3,10,0.80708,0.85626
C103,N-TiO2,1.0,7.0,55,none,3,20,0.68628,0.72493
C103,N-TiO2,1.0,7.0,55,none,3,30,0.55345,0.5777
C103,N-TiO2,1.0,7.0,55,none,3,45,0.43209,0.44345
C103,N-TiO2,1.0,7.0,55,none,3,60,0.30714,0.31696
C103,N-TiO2,1.0,7.0,55,none,3,90,0.19622,0.2076
C103,N-TiO2,1.0,7.0,55,none,3,120,0.06077,0.067
C104,N-TiO2,1.0,7.0,80,none,1,0,1.02746,1.07874
C104,N-TiO2,1.0,7.0,80,none,1,5,0.94069,0.99634
C104,N-TiO2,1.0,7.0,80,none,1,10,0.82745,0.86575
C104,N-TiO2,1.0,7.0,80,none,1,20,0.64469,0.67462
C104,N-TiO2,1.0,7.0,80,none,1,30,0.53043,0.5721
C104,N-TiO2,1.0,7.0,80,none,1,45,0.43003,0.45283
C104,N-TiO2,1.0,7.0,80,none,1,60,0.26852,0.28742
C104,N-TiO2,1.0,7.0,80,none,1,90,0.1507,0.16471
C104,N-TiO2,1.0,7.0,80,none,1,120,0.06933,0.07928
C104,N-TiO2,1.0,7.0,80,none,2,0,0.99411,1.04867
C104,N-TiO2,1.0,7.0,80,none,2,5,0.92054,0.96814
C104,N-TiO2,1.0,7.0,80,none,2,10,0.83728,0.88079
C104,N-TiO2,1.0,7.0,80,none,2,20,0.6381,0.67229
C104,N-TiO2,1.0,7.0,80,none,2,30,0.48802,0.51447
C104,N-TiO2,1.0,7.0,80,none,2,45,0.38618,0.40971
C104,N-TiO2,1.0,7.0,80,none,2,60,0.33939,0.35493
C104,N-TiO2,1.0,7.0,80,none,2,90,0.14335,0.15148
C104,N-TiO2,1.0,7.0,80,none,2,120,0.10649,0.10788
C104,N-TiO2,1.0,7.0,80,none,3,0,1.02448,1.08756
C104,N-TiO2,1.0,7.0,80,none,3,5,0.89263,0.9442
C104,N-TiO2,1.0,7.0,80,none,3,10,0.841,0.87835
C104,N-TiO2,1.0,7.0,80,none,3,20,0.64543,0.67506
C104,N-TiO2,1.0,7.0,80,none,3,30,0.53632,0.56405
C104,N-TiO2,1.0,7.0,80,none,3,45,0.41324,0.42173
C104,N-TiO2,1.0,7.0,80,none,3,60,0.31064,0.33764
C104,N-TiO2,1.0,7.0,80,none,3,90,0.17419,0.19278
C104,N-TiO2,1.0,7.0,80,none,3,120,0.04453,0.05642
C105,N-TiO2,1.0,7.0,105,none,1,0,1.03349,1.0733
C105,N-TiO2,1.0,7.0,105,none,1,5,0.90045,0.95596
C105,N-TiO2,1.0,7.0,105,none,1,10,0.82851,0.87943
C105,N-TiO2,1.0,7.0,105,none,1,20,0.66283,0.69826
C105,N-TiO2,1.0,7.0,105,none,1,30,0.51575,0.5381
C105,N-TiO2,1.0,7.0,105,none,1,45,0.37916,0.39316
C105,N-TiO2,1.0,7.0,105,none,1,60,0.22554,0.23588
C105,N-TiO2,1.0,7.0,105,none,1,90,0.12834,0.13506
C105,N-TiO2,1.0,7.0,105,none,1,120,0.08689,0.09487
C105,N-TiO2,1.0,7.0,105,none,2,0,0.99913,1.04765
C105,N-TiO2,1.0,7.0,105,none,2,5,0.89166,0.93724
C105,N-TiO2,1.0,7.0,105,none,2,10,0.76712,0.81124
C105,N-TiO2,1.0,7.0,105,none,2,20,0.645,0.69422
C105,N-TiO2,1.0,7.0,105,none,2,30,0.49707,0.52861
C105,N-TiO2,1.0,7.0,105,none,2,45,0.33385,0.35914
C105,N-TiO2,1.0,7.0,105,none,2,60,0.23576,0.23711
C105,N-TiO2,1.0,7.0,105,none,2,90,0.11989,0.1155
C105,N-TiO2,1.0,7.0,105,none,2,120,0.09496,0.10095
C105,N-TiO2,1.0,7.0,105,none,3,0,1.00452,1.06084
C105,N-TiO2,1.0,7.0,105,none,3,5,0.91443,0.96692
C105,N-TiO2,1.0,7.0,105,none,3,10,0.83933,0.88727
C105,N-TiO2,1.0,7.0,105,none,3,20,0.66667,0.70403
C105,N-TiO2,1.0,7.0,105,none,3,30,0.48876,0.51234
C105,N-TiO2,1.0,7.0,105,none,3,45,0.35947,0.38386
C105,N-TiO2,1.0,7.0,105,none,3,60,0.24408,0.26019
C105,N-TiO2,1.0,7.0,105,none,3,90,0.13852,0.14233
C105,N-TiO2,1.0,7.0,105,none,3,120,0.06115,0.05462
C106,N-TiO2,1.0,8.5,55,none,1,0,1.00354,1.0554
C106,N-TiO2,1.0,8.5,55,none,1,5,0.88437,0.92927
C106,N-TiO2,1.0,8.5,55,none,1,10,0.78805,0.833
C106,N-TiO2,1.0,8.5,55,none,1,20,0.71744,0.76685
C106,N-TiO2,1.0,8.5,55,none,1,30,0.54857,0.58198
C106,N-TiO2,1.0,8.5,55,none,1,45,0.45909,0.47344
C106,N-TiO2,1.0,8.5,55,none,1,60,0.35814,0.38229
C106,N-TiO2,1.0,8.5,55,none,1,90,0.21974,0.21864
C106,N-TiO2,1.0,8.5,55,none,1,120,0.12756,0.13438
C106,N-TiO2,1.0,8.5,55,none,2,0,1.0043,1.05815
C106,N-TiO2,1.0,8.5,55,none,2,5,0.88474,0.9364
C106,N-TiO2,1.0,8.5,55,none,2,10,0.82328,0.85995
C106,N-TiO2,1.0,8.5,55,none,2,20,0.70316,0.72793
C106,N-TiO2,1.0,8.5,55,none,2,30,0.5939,0.63082
C106,N-TiO2,1.0,8.5,55,none,2,45,0.42948,0.44107
C106,N-TiO2,1.0,8.5,55,none,2,60,0.33585,0.35874
C106,N-TiO2,1.0,8.5,55,none,2,90,0.16341,0.16006
C106,N-TiO2,1.0,8.5,55,none,2,120,0.14984,0.14565
C106,N-TiO2,1.0,8.5,55,none,3,0,0.99636,1.0402
C106,N-TiO2,1.0,8.5,55,none,3,5,0.8962,0.93922
C106,N-TiO2,1.0,8.5,55,none,3,10,0.84126,0.88592
C106,N-TiO2,1.0,8.5,55,none,3,20,0.70359,0.73406
C106,N-TiO2,1.0,8.5,55,none,3,30,0.62041,0.64929
C106,N-TiO2,1.0,8.5,55,none,3,45,0.45192,0.46609
C106,N-TiO2,1.0,8.5,55,none,3,60,0.37778,0.39202
C106,N-TiO2,1.0,8.5,55,none,3,90,0.21258,0.22969
C106,N-TiO2,1.0,8.5,55,none,3,120,0.13765,0.16663
C107,N-TiO2,1.0,8.5,80,none,1,0,1.00328,1.04749
C107,N-TiO2,1.0,8.5,80,none,1,5,0.89624,0.94097
C107,N-TiO2,1.0,8.5,80,none,1,10,0.84537,0.8804
C107,N-TiO2,1.0,8.5,80,none,1,20,0.70554,0.74416
C107,N-TiO2,1.0,8.5,80,none,1,30,0.58386,0.60572
C107,N-TiO2,1.0,8.5,80,none,1,45,0.44873,0.46546
C107,N-TiO2,1.0,8.5,80,none,1,60,0.34869,0.3724
C107,N-TiO2,1.0,8.5,80,none,1,90,0.21014,0.23021
C107,N-TiO2,1.0,8.5,80,none,1,120,0.11377,0.11201
C107,N-TiO2,1.0,8.5,80,none,2,0,1.03434,1.0665
C107,N-TiO2,1.0,8.5,80,none,2,5,0.91582,0.96037
C107,N-TiO2,1.0,8.5,80,none,2,10,0.85856,0.90416
C107,N-TiO2,1.0,8.5,80,none,2,20,0.69402,0.72898
C107,N-TiO2,1.0,8.5,80,none,2,30,0.54559,0.5865
C107,N-TiO2,1.0,8.5,80,none,2,45,0.40627,0.4223
C107,N-TiO2,1.0,8.5,80,none,2,60,0.32471,0.33633
C107,N-TiO2,1.0,8.5,80,none,2,90,0.20468,0.22714
C107,N-TiO2,1.0,8.5,80,none,2,120,0.15939,0.18264
C107,N-TiO2,1.0,8.5,80,none,3,0,1.01931,1.07032
C107,N-TiO2,1.0,8.5,80,none,3,5,0.93436,0.98716
C107,N-TiO2,1.0,8.5,80,none,3,10,0.86818,0.92044
C107,N-TiO2,1.0,8.5,80,none,3,20,0.70697,0.73734
C107,N-TiO2,1.0,8.5,80,none,3,30,0.57831,0.62267
C107,N-TiO2,1.0,8.5,80,none,3,45,0.43505,0.46115
C107,N-TiO2,1.0,8.5,80,none,3,60,0.33231,0.34991
C107,N-TiO2,1.0,8.5,80,none,3,90,0.23818,0.2459
C107,N-TiO2,1.0,8.5,80,none,3,120,0.16107,0.18651
C108,N-TiO2,1.0,8.5,105,none,1,0,0.99836,1.0438
C108,N-TiO2,1.0,8.5,105,none,1,5,0.93117,0.9817
C108,N-TiO2,1.0,8.5,105,none,1,10,0.82533,0.86574
C108,N-TiO2,1.0,8.5,105,none,1,20,0.68039,0.71308
C108,N-TiO2,1.0,8.5,105,none,1,30,0.55502,0.58291
C108,N-TiO2,1.0,8.5,105,none,1,45,0.42404,0.44941
C108,N-TiO2,1.0,8.5,105,none,1,60,0.27556,0.29346
C108,N-TiO2,1.0,8.5,105,none,1,90,0.1687,0.18215
C108,N-TiO2,1.0,8.5,105,none,1,120,0.08969,0.0962
C108,N-TiO2,1.0,8.5,105,none,2,0,1.00344,1.04881
C108,N-TiO2,1.0,8.5,105,none,2,5,0.89292,0.94804
C108,N-TiO2,1.0,8.5,105,none,2,10,0.81979,0.85522
C108,N-TiO2,1.0,8.5,105,none,2,20,0.66741,0.71546
C108,N-TiO2,1.0,8.5,105,none,2,30,0.53414,0.54416
C108,N-TiO2,1.0,8.5,105,none,2,45,0.40254,0.41848
C108,N-TiO2,1.0,8.5,105,none,2,60,0.32114,0.32355
C108,N-TiO2,1.0,8.5,105,none,2,90,0.11819,0.13047
C108,N-TiO2,1.0,8.5,105,none,2,120,0.10171,0.10794
C108,N-TiO2,1.0,8.5,105,none,3,0,1.04848,1.08757
C108,N-TiO2,1.0,8.5,105,none,3,5,0.9594,1.00409
C108,N-TiO2,1.0,8.5,105,none,3,10,0.82828,0.85367
C108,N-TiO2,1.0,8.5,105,none,3,20,0.68344,0.72627
C108,N-TiO2,1.0,8.5,105,none,3,30,0.54645,0.55573
C108,N-TiO2,1.0,8.5,105,none,3,45,0.40788,0.42201
C108,N-TiO2,1.0,8.5,105,none,3,60,0.29512,0.31168
C108,N-TiO2,1.0,8.5,105,none,3,90,0.16214,0.17268
C108,N-TiO2,1.0,8.5,105,none,3,120,0.07551,0.08529
C109,N-TiO2,1.25,4.0,55,none,1,0,0.99745,1.05763
C109,N-TiO2,1.25,4.0,55,none,1,5,0.94861,0.98815
C109,N-TiO2,1.25,4.0,55,none,1,10,0.8738,0.92178
C109,N-TiO2,1.25,4.0,55,none,1,20,0.73814,0.78012
C109,N-TiO2,1.25,4.0,55,none,1,30,0.64783,0.67652
C109,N-TiO2,1.25,4.0,55,none,1,45,0.53993,0.56745
C109,N-TiO2,1.25,4.0,55,none,1,60,0.44627,0.48262
C109,N-TiO2,1.25,4.0,55,none,1,90,0.29123,0.29993
C109,N-TiO2,1.25,4.0,55,none,1,120,0.1737,0.19262
C109,N-TiO2,1.25,4.0,55,none,2,0,0.9487,0.98656
C109,N-TiO2,1.25,4.0,55,none,2,5,0.87705,0.90362
C109,N-TiO2,1.25,4.0,55,none,2,10,0.85859,0.904
C109,N-TiO2,1.25,4.0,55,none,2,20,0.73398,0.75747
C109,N-TiO2,1.25,4.0,55,none,2,30,0.58263,0.6162
C109,N-TiO2,1.25,4.0,55,none,2,45,0.48622,0.49983
C109,N-TiO2,1.25,4.0,55,none,2,60,0.40884,0.42963
C109,N-TiO2,1.25,4.0,55,none,2,90,0.27104,0.29475
C109,N-TiO2,1.25,4.0,55,none,2,120,0.20008,0.21827
C109,N-TiO2,1.25,4.0,55,none,3,0,1.01191,1.05396
C109,N-TiO2,1.25,4.0,55,none,3,5,0.93784,0.99792
C109,N-TiO2,1.25,4.0,55,none,3,10,0.86914,0.90497
C109,N-TiO2,1.25,4.0,55,none,3,20,0.75899,0.80444
C109,N-TiO2,1.25,4.0,55,none,3,30,0.64952,0.67814
C109,N-TiO2,1.25,4.0,55,none,3,45,0.54868,0.58461
C109,N-TiO2,1.25,4.0,55,none,3,60,0.42838,0.45225
C109,N-TiO2,1.25,4.0,55,none,3,90,0.26478,0.27831
C109,N-TiO2,1.25,4.0,55,none,3,120,0.19846,0.21752
C110,N-TiO2,1.25,4.0,80,none,1,0,1.00486,1.05488
C110,N-TiO2,1.25,4.0,80,none,1,5,0.94451,0.99793
C110,N-TiO2,1.25,4.0,80,none,1,10,0.84921,0.88149
C110,N-TiO2,1.25,4.0,80,none,1,20,0.75227,0.80206
C110,N-TiO2,1.25,4.0,80,none,1,30,0.63193,0.65162
C110,N-TiO2,1.25,4.0,80,none,1,45,0.51874,0.54613
C110,N-TiO2,1.25,4.0,80,none,1,60,0.38215,0.40449
C110,N-TiO2,1.25,4.0,80,none,1,90,0.24818,0.24861
C110,N-TiO2,1.25,4.0,80,none,1,120,0.15282,0.15145
C110,N-TiO2,1.25,4.0,80,none,2,0,0.98779,1.03949
C110,N-TiO2,1.25,4.0,80,none,2,5,0.94212,0.989
C110,N-TiO2,1.25,4.0,80,none,2,10,0.84339,0.8935
C110,N-TiO2,1.25,4.0,80,none,2,20,0.75046,0.78076
C110,N-TiO2,1.25,4.0,80,none,2,30,0.61222,0.63447
C110,N-TiO2,1.25,4.0,80,none,2,45,0.46833,0.49865
C110,N-TiO2,1.25,4.0,80,none,2,60,0.409,0.43652
C110,N-TiO2,1.25,4.0,80,none,2,90,0.24185,0.25804
C110,N-TiO2,1.25,4.0,80,none,2,120,0.222,0.23802
C110,N-TiO2,1.25,4.0,80,none,3,0,1.01242,1.06697
C110,N-TiO2,1.25,4.0,80,none,3,5,0.9218,0.98586
C110,N-TiO2,1.25,4.0,80,none,3,10,0.85878,0.90161
C110,N-TiO2,1.25,4.0,80,none,3,20,0.70263,0.75107
C110,N-TiO2,1.25,4.0,80,none,3,30,0.62829,0.66911
C110,N-TiO2,1.25,4.0,80,none,3,45,0.51451,0.52958
C110,N-TiO2,1.25,4.0,80,none,3,60,0.41979,0.44286
C110,N-TiO2,1.25,4.0,80,none,3,90,0.26811,0.28842
C110,N-TiO2,1.25,4.0,80,none,3,120,0.2009,0.19437
C111,N-TiO2,1.25,4.0,105,none,1,0,0.99574,1.05758
C111,N-TiO2,1.25,4.0,105,none,1,5,0.90668,0.94184
C111,N-TiO2,1.25,4.0,105,none,1,10,0.84901,0.89305
C111,N-TiO2,1.25,4.0,105,none,1,20,0.7118,0.74166
C111,N-TiO2,1.25,4.0,105,none,1,30,0.61023,0.63036
C111,N-TiO2,1.25,4.0,105,none,1,45,0.47401,0.49865
C111,N-TiO2,1.25,4.0,105,none,1,60,0.36,0.38405
C111,N-TiO2,1.25,4.0,105,none,1,90,0.26332,0.25705
C111,N-TiO2,1.25,4.0,105,none,1,120,0.13184,0.13032
C111,N-TiO2,1.25,4.0,105,none,2,0,0.97638,1.01936
C111,N-TiO2,1.25,4.0,105,none,2,5,0.8976,0.93793
C111,N-TiO2,1.25,4.0,105,none,2,10,0.82984,0.87145
C111,N-TiO2,1.25,4.0,105,none,2,20,0.69909,0.74228
C111,N-TiO2,1.25,4.0,105,none,2,30,0.58438,0.60378
C111,N-TiO2,1.25,4.0,105,none,2,45,0.45594,0.46921
C111,N-TiO2,1.25,4.0,105,none,2,60,0.38748,0.40853
C111,N-TiO2,1.25,4.0,105,none,2,90,0.19659,0.20275
C111,N-TiO2,1.25,4.0,105,none,2,120,0.10915,0.10788
C111,N-TiO2,1.25,4.0,105,none,3,0,1.03127,1.07574
C111,N-TiO2,1.25,4.0,105,none,3,5,0.93222,0.98792
C111,N-TiO2,1.25,4.0,105,none,3,10,0.83984,0.86758
C111,N-TiO2,1.25,4.0,105,none,3,20,0.7421,0.78377
C111,N-TiO2,1.25,4.0,105,none,3,30,0.58859,0.62685
C111,N-TiO2,1.25,4.0,105,none,3,45,0.50791,0.52753
C111,N-TiO2,1.25,4.0,105,none,3,60,0.39272,0.40621
C111,N-TiO2,1.25,4.0,105,none,3,90,0.25596,0.28105
C111,N-TiO2,1.25,4.0,105,none,3,120,0.15712,0.1678
C112,N-TiO2,1.25,5.5,55,none,1,0,1.02072,1.06431
C112,N-TiO2,1.25,5.5,55,none,1,5,0.93898,1.00148
C112,N-TiO2,1.25,5.5,55,none,1,10,0.87684,0.91992
C112,N-TiO2,1.25,5.5,55,none,1,20,0.70045,0.73902
C112,N-TiO2,1.25,5.5,55,none,1,30,0.63911,0.67863
C112,N-TiO2,1.25,5.5,55,none,1,45,0.4494,0.48138
C112,N-TiO2,1.25,5.5,55,none,1,60,0.37689,0.40368
C112,N-TiO2,1.25,5.5,55,none,1,90,0.22144,0.23617
C112,N-TiO2,1.25,5.5,55,none,1,120,0.13069,0.14108
C112,N-TiO2,1.25,5.5,55,none,2,0,1.00507,1.0499
C112,N-TiO2,1.25,5.5,55,none,2,5,0.9237,0.96685
C112,N-TiO2,1.25,5.5,55,none,2,10,0.84612,0.90012
C112,N-TiO2,1.25,5.5,55,none,2,20,0.74653,0.79647
C112,N-TiO2,1.25,5.5,55,none,2,30,0.6102,0.64474
C112,N-TiO2,1.25,5.5,55,none,2,45,0.49504,0.51859
C112,N-TiO2,1.25,5.5,55,none,2,60,0.36523,0.37552
C112,N-TiO2,1.25,5.5,55,none,2,90,0.24938,0.27731
C112,N-TiO2,1.25,5.5,55,none,2,120,0.19513,0.19541
C112,N-TiO2,1.25,5.5,55,none,3,0,0.9915,1.037
C112,N-TiO2,1.25,5.5,55,none,3,5,0.90752,0.95417
C112,N-TiO2,1.25,5.5,55,none,3,10,0.8357,0.87128
C112,N-TiO2,1.25,5.5,55,none,3,20,0.75297,0.77642
C112,N-TiO2,1.25,5.5,55,none,3,30,0.61358,0.63154
C112,N-TiO2,1.25,5.5,55,none,3,45,0.52545,0.55262
C112,N-TiO2,1.25,5.5,55,none,3,60,0.35149,0.37789
C112,N-TiO2,1.25,5.5,55,none,3,90,0.2362,0.24804
C112,N-TiO2,1.25,5.5,55,none,3,120,0.15254,0.17436
C113,N-TiO2,1.25,5.5,80,none,1,0,1.01929,1.0721
C113,N-TiO2,1.25,5.5,80,none,1,5,0.92803,0.97579
C113,N-TiO2,1.25,5.5,80,none,1,10,0.84081,0.88587
C113,N-TiO2,1.25,5.5,80,none,1,20,0.67909,0.71899
C113,N-TiO2,1.25,5.5,80,none,1,30,0.59604,0.6047
C113,N-TiO2,1.25,5.5,80,none,1,45,0.46364,0.48762
C113,N-TiO2,1.25,5.5,80,none,1,60,0.36005,0.38463
C113,N-TiO2,1.25,5.5,80,none,1,90,0.1954,0.20889
C113,N-TiO2,1.25,5.5,80,none,1,120,0.12463,0.12883
C113,N-TiO2,1.25,5.5,80,none,2,0,1.01071,1.05431
C113,N-TiO2,1.25,5.5,80,none,2,5,0.92077,0.97381
C113,N-TiO2,1.25,5.5,80,none,2,10,0.87255,0.89186
C113,N-TiO2,1.25,5.5,80,none,2,20,0.71308,0.74095
C113,N-TiO2,1.25,5.5,80,none,2,30,0.58076,0.60778
C113,N-TiO2,1.25,5.5,80,none,2,45,0.45251,0.48684
C113,N-TiO2,1.25,5.5,80,none,2,60,0.34774,0.37197
C113,N-TiO2,1.25,5.5,80,none,2,90,0.22589,0.24272
C113,N-TiO2,1.25,5.5,80,none,2,120,0.14586,0.15575
C113,N-TiO2,1.25,5.5,80,none,3,0,1.00757,1.05501
C113,N-TiO2,1.25,5.5,80,none,3,5,0.9215,0.96765
C113,N-TiO2,1.25,5.5,80,none,3,10,0.82561,0.86683
C113,N-TiO2,1.25,5.5,80,none,3,20,0.68067,0.71772
C113,N-TiO2,1.25,5.5,80,none,3,30,0.59417,0.62594
C113,N-TiO2,1.25,5.5,80,none,3,45,0.499,0.51384
C113,N-TiO2,1.25,5.5,80,none,3,60,0.32663,0.33798
C113,N-TiO2,1.25,5.5,80,none,3,90,0.22613,0.24268
C113,N-TiO2,1.25,5.5,80,none,3,120,0.15794,0.14673
C114,N-TiO2,1.25,5.5,105,none,1,0,0.95177,1.00446
C114,N-TiO2,1.25,5.5,105,none,1,5,0.91867,0.98538
C114,N-TiO2,1.25,5.5,105,none,1,10,0.8333,0.88038
C114,N-TiO2,1.25,5.5,105,none,1,20,0.66137,0.70072
C114,N-TiO2,1.25,5.5,105,none,1,30,0.5738,0.59331
C114,N-TiO2,1.25,5.5,105,none,1,45,0.40422,0.40633
C114,N-TiO2,1.25,5.5,105,none,1,60,0.33273,0.34158
C114,N-TiO2,1.25,5.5,105,none,1,90,0.16679,0.16922
C114,N-TiO2,1.25,5.5,105,none,1,120,0.11479,0.14136
C114,N-TiO2,1.25,5.5,105,none,2,0,0.97734,1.02735
C114,N-TiO2,1.25,5.5,105,none,2,5,0.92381,0.97238
C114,N-TiO2,1.25,5.5,105,none,2,10,0.83743,0.87286
C114,N-TiO2,1.25,5.5,105,none,2,20,0.71572,0.77324
C114,N-TiO2,1.25,5.5,105,none,2,30,0.60475,0.6316
C114,N-TiO2,1.25,5.5,105,none,2,45,0.45014,0.48392
C114,N-TiO2,1.25,5.5,105,none,2,60,0.31506,0.33233
C114,N-TiO2,1.25,5.5,105,none,2,90,0.16688,0.193
C114,N-TiO2,1.25,5.5,105,none,2,120,0.10702,0.12369
C114,N-TiO2,1.25,5.5,105,none,3,0,1.02816,1.08534
C114,N-TiO2,1.25,5.5,105,none,3,5,0.93882,0.97151
C114,N-TiO2,1.25,5.5,105,none,3,10,0.88988,0.9315
C114,N-TiO2,1.25,5.5,105,none,3,20,0.69459,0.73299
C114,N-TiO2,1.25,5.5,105,none,3,30,0.60376,0.63037
C114,N-TiO2,1.25,5.5,105,none,3,45,0.43611,0.43473
C114,N-TiO2,1.25,5.5,105,none,3,60,0.37207,0.38477
C114,N-TiO2,1.25,5.5,105,none,3,90,0.17985,0.1902
C114,N-TiO2,1.25,5.5,105,none,3,120,0.1403,0.1537
C115,N-TiO2,1.25,7.0,55,none,1,0,1.00775,1.0543
C115,N-TiO2,1.25,7.0,55,none,1,5,0.9186,0.95721
C115,N-TiO2,1.25,7.0,55,none,1,10,0.85835,0.89101
C115,N-TiO2,1.25,7.0,55,none,1,20,0.7304,0.77559
C115,N-TiO2,1.25,7.0,55,none,1,30,0.64154,0.66837
C115,N-TiO2,1.25,7.0,55,none,1,45,0.47948,0.50034
C115,N-TiO2,1.25,7.0,55,none,1,60,0.36286,0.37019
C115,N-TiO2,1.25,7.0,55,none,1,90,0.23576,0.24851
C115,N-TiO2,1.25,7.0,55,none,1,120,0.10828,0.11513
C115,N-TiO2,1.25,7.0,55,none,2,0,1.01353,1.07259
C115,N-TiO2,1.25,7.0,55,none,2,5,0.92505,0.98077
C115,N-TiO2,1.25,7.0,55,none,2,10,0.84707,0.87997
C115,N-TiO2,1.25,7.0,55,none,2,20,0.74244,0.78183
C115,N-TiO2,1.25,7.0,55,none,2,30,0.58908,0.61036
C115,N-TiO2,1.25,7.0,55,none,2,45,0.45976,0.48692
C115,N-TiO2,1.25,7.0,55,none,2,60,0.35393,0.38316
C115,N-TiO2,1.25,7.0,55,none,2,90,0.24196,0.26845
C115,N-TiO2,1.25,7.0,55,none,2,120,0.12869,0.13357
C115,N-TiO2,1.25,7.0,55,none,3,0,1.07549,1.13442
C115,N-TiO2,1.25,7.0,55,none,3,5,0.99047,1.02585
C115,N-TiO2,1.25,7.0,55,none,3,10,0.90105,0.94109
C115,N-TiO2,1.25,7.0,55,none,3,20,0.74836,0.77656
C115,N-TiO2,1.25,7.0,55,none,3,30,0.6545,0.68517
C115,N-TiO2,1.25,7.0,55,none,3,45,0.49978,0.52181
C115,N-TiO2,1.25,7.0,55,none,3,60,0.38381,0.3999
C115,N-TiO2,1.25,7.0,55,none,3,90,0.23974,0.24978
C115,N-TiO2,1.25,7.0,55,none,3,120,0.15176,0.15851
C116,N-TiO2,1.25,7.0,80,none,1,0,1.00751,1.05467
C116,N-TiO2,1.25,7.0,80,none,1,5,0.92465,0.97234
C116,N-TiO2,1.25,7.0,80,none,1,10,0.85854,0.90615
C116,N-TiO2,1.25,7.0,80,none,1,20,0.72837,0.75097
C116,N-TiO2,1.25,7.0,80,none,1,30,0.60228,0.62832
C116,N-TiO2,1.25,7.0,80,none,1,45,0.46569,0.48083
C116,N-TiO2,1.25,7.0,80,none,1,60,0.36261,0.40117
C116,N-TiO2,1.25,7.0,80,none,1,90,0.19632,0.199
C116,N-TiO2,1.25,7.0,80,none,1,120,0.13552,0.13797
C116,N-TiO2,1.25,7.0,80,none,2,0,0.98193,1.02806
C116,N-TiO2,1.25,7.0,80,none,2,5,0.89028,0.9425
C116,N-TiO2,1.25,7.0,80,none,2,10,0.82249,0.86687
C116,N-TiO2,1.25,7.0,80,none,2,20,0.68855,0.72517
